0.843750|-0.531250|0.00|0.00|0.00|0.00|  1| 0| 0| 1| 0
1.703125|0.265625|-0.531250|-0.531250|0.00|0.00|  2| 0| 0| 2| 0
-0.578125|0.546875|-0.265625|0.265625|-0.531250|0.00|  3| 0| 0| 3| 0
-1.156250|-0.203125|0.281250|0.546875|0.265625|-0.531250|  4| 0| 0| 4| 0
1.687500|-0.390625|0.609375|-0.203125|0.546875|0.265625|  5| 0| 0| 5| 0
-0.609375|0.546875|-0.046875|-0.390625|-0.203125|0.546875|  6| 0| 0| 6| 0
-1.218750|-0.203125|-0.046875|0.546875|-0.390625|-0.203125|  7| 0| 0| 7| 0
1.562500|-0.406250|-0.046875|-0.203125|0.546875|-0.390625|  8| 0| 0| 8| 0
-0.875000|0.500000|-0.062500|-0.406250|-0.203125|0.546875|  9| 0| 0| 9| 0
-1.734375|-0.296875|-0.109375|0.500000|-0.406250|-0.203125| 10| 0| 1| 0| 0
0.546875|-0.578125|-0.203125|-0.296875|0.500000|-0.406250| 11| 0| 1| 1| 0
1.093750|0.171875|-0.375000|-0.578125|-0.296875|0.500000| 12| 0| 1| 2| 0
-1.796875|0.343750|-0.703125|0.171875|-0.578125|-0.296875| 13| 0| 1| 3| 0
0.421875|-0.593750|-0.062500|0.343750|0.171875|-0.578125| 14| 0| 1| 4| 0
0.859375|0.125000|-0.078125|-0.593750|0.343750|0.171875| 15| 0| 1| 5| 0
1.734375|0.281250|-0.125000|0.125000|-0.593750|0.343750| 16| 0| 1| 6| 0
-0.515625|0.562500|-0.187500|0.281250|0.125000|-0.593750| 17| 0| 1| 7| 0
-1.031250|-0.171875|0.968750|0.562500|0.281250|0.125000| 18| 0| 1| 8| 0
1.953125|-0.343750|0.671875|-0.171875|0.562500|0.281250| 19| 0| 1| 9| 0
-0.093750|0.640625|0.046875|-0.343750|-0.171875|0.562500| 20| 0| 2| 0| 0
-0.171875|-0.031250|0.125000|0.640625|-0.343750|-0.171875| 21| 0| 2| 1| 0
-0.343750|-0.062500|0.265625|-0.031250|0.640625|-0.343750| 22| 0| 2| 2| 0
-0.687500|-0.125000|0.546875|-0.062500|-0.031250|0.640625| 23| 0| 2| 3| 0
-1.359375|-0.234375|-0.218750|-0.125000|-0.062500|-0.031250| 24| 0| 2| 4| 0
1.281250|-0.453125|-0.421875|-0.234375|-0.125000|-0.062500| 25| 0| 2| 5| 0
-1.437500|0.406250|-0.812500|-0.453125|-0.234375|-0.125000| 26| 0| 2| 6| 0
1.140625|-0.484375|-0.281250|0.406250|-0.453125|-0.234375| 27| 0| 2| 7| 0
-1.718750|0.359375|-0.531250|-0.484375|0.406250|-0.453125| 28| 0| 2| 8| 0
0.578125|-0.578125|0.281250|0.359375|-0.484375|0.406250| 29| 0| 2| 9| 0
1.156250|0.187500|-0.703125|-0.578125|0.359375|-0.484375| 30| 0| 3| 0| 0
-1.687500|0.375000|-0.031250|0.187500|-0.578125|0.359375| 31| 0| 3| 1| 0
0.640625|-0.562500|-0.015625|0.375000|0.187500|-0.578125| 32| 0| 3| 2| 0
1.296875|0.203125|0.00|-0.562500|0.375000|0.187500| 33| 0| 3| 3| 0
-1.406250|0.421875|0.015625|0.203125|-0.562500|0.375000| 34| 0| 3| 4| 0
1.203125|-0.468750|0.062500|0.421875|0.203125|-0.562500| 35| 0| 3| 5| 0
